text,ctext
[BDO-ALERT]: Your account is on hold please verify here: https://bdo-updateadvisoryph.com/BDOOnline if your registered number is still active,[BDO-ALERT]: Your account is on hold please verify here: https://bdo-updateadvisoryph.com/BDOOnline if your registered number is still active
[BDO-ALERT]: Your account is on hold please verify here: https://bdo-updateadvisoryph.com/BDOOnline if your registered number is still active,[BDO-ALERT]: Your account is on hold please verify here: https://bdo-updateadvisoryph.com/BDOOnline if your registered number is still active
C0ngratulat1on  https://th676.xyz  1kaw @ng masuwerteng nanal0 m@g s1gn up at kun1n @ng P 1999 ngay0n,C0ngratulat1on https://th676.xyz 1kaw @ng masuwerteng nanal0 m@g s1gn up at kun1n @ng P 1999 ngay0n
"Your loan is waiting for you! Download now for instant approval:  cashbee.ph/app/cnid ,search CASHBEE in google/IOS. (send stop to9480388467), DTI160293S23","Your loan is waiting for you! Download now for instant approval: cashbee.ph/app/cnid ,search CASHBEE in google/IOS. (send stop to9480388467), DTI160293S23"
<<Content not supported.>>,<<Content not supported.>>
"<REAL NAME>, Spin to win a BMW X5 4.89 million at BETFIL! Get your FREE LUCKY SPIN until April 21! betffilph2.com","<REAL NAME>, Spin to win a BMW X5 4.89 million at BETFIL! Get your FREE LUCKY SPIN until April 21! betffilph2.com"
"<REAL NAME>! Sign up at unibetwins.com today & claim your streak sign-up rewards up to PHP5,555. join now","<REAL NAME>! Sign up at unibetwins.com today & claim your streak sign-up rewards up to PHP5,555. join now"
Nakarehistro sa 8888  https://gamebet.li/j48,Nakarehistro sa 8888 https://gamebet.li/j48
"<REAL NAME>, Don't missed the Continuous sign-in rewards, Up to 55,555 unibetwins0.com","<REAL NAME>, Don't missed the Continuous sign-in rewards, Up to 55,555 unibetwins0.com"
"<REAL NAME>, Experience the thrill of W+ and get .6% UNLIMITED DAILY REBATE + PHP 66,000 BONUS! VIP URL: wplusjoin1.com","<REAL NAME>, Experience the thrill of W+ and get .6% UNLIMITED DAILY REBATE + PHP 66,000 BONUS! VIP URL: wplusjoin1.com"
"<REAL NAME>, Join the winners at JACKPOTCITY get 100% WELCOME BONUS up to P2000! Upon Register: jpcbet1.com","<REAL NAME>, Join the winners at JACKPOTCITY get 100% WELCOME BONUS up to P2000! Upon Register: jpcbet1.com"
"Top Casino Bingo, Slots, Geely Users Mag sign Up upang Magpadala ng Cash 66 (http://pfjh.store)","Top Casino Bingo, Slots, Geely Users Mag sign Up upang Magpadala ng Cash 66 (http://pfjh.store)"
"Lucky Wheel's Mystery Bonus? http://phgaming.shop/hLq get free bonus up to P88,888 each day!!","Lucky Wheel's Mystery Bonus? http://phgaming.shop/hLq get free bonus up to P88,888 each day!!"
[BDO-ALERT] Your account is on hold please verify here: www.onlinebdo-banking.online if your registered number is still active.,[BDO-ALERT] Your account is on hold please verify here: www.onlinebdo-banking.online if your registered number is still active.
"<REAL NAME>, Baka dito ka na swerte, tara register ka na sa funplay88.online","<REAL NAME>, Baka dito ka na swerte, tara register ka na sa funplay88.online"
"Hurry! <REAL NAME>, Visit us now unibetluck.com and get your FREE P3000 on your first deposit! Play now and win more.","Hurry! <REAL NAME>, Visit us now unibetluck.com and get your FREE P3000 on your first deposit! Play now and win more."
"[BDO NOTICE] : We need to Lock your #bdoSavings Account due to your last transaction, Please visit the link to Unlock: accountupdate-bdo.live","[BDO NOTICE] : We need to Lock your #bdoSavings Account due to your last transaction, Please visit the link to Unlock: accountupdate-bdo.live"
"100% na cashback para sa mga bagong dating, hanggang P19800! Magparehistro at mag-claim ngayon!
v.ht/7Rar7","100% na cashback para sa mga bagong dating, hanggang P19800! Magparehistro at mag-claim ngayon! v.ht/7Rar7"
"<REAL NAME>, Upto Php350,000 VIP Transfer Bonus is waiting for you here at JACKPOT CITY! Register now and reach your SILVER Level to claim! jpccasino3.com","<REAL NAME>, Upto Php350,000 VIP Transfer Bonus is waiting for you here at JACKPOT CITY! Register now and reach your SILVER Level to claim! jpccasino3.com"
"Hurry <REAL NAME>,Play now at SUGARPLAY, and Get Daily Sign-in BONUS up to PHP150!Join now and recieve more rewards! sugarbetna1.com","Hurry <REAL NAME>,Play now at SUGARPLAY, and Get Daily Sign-in BONUS up to PHP150!Join now and recieve more rewards! sugarbetna1.com"
BDO-ALERT : Your registered mobile number needs to be updated. Please update here: https://shortener.live/BDOUpdate to continue receiving One-Time Pin(OTP). ,BDO-ALERT : Your registered mobile number needs to be updated. Please update here: https://shortener.live/BDOUpdate to continue receiving One-Time Pin(OTP).
"[BDO NOTICE]: We need to Lock your #BDO access Account due to Sim Registration, Please visit: https://bdoonlineapp.page.link/Login to regain your access.","[BDO NOTICE]: We need to Lock your #BDO access Account due to Sim Registration, Please visit: https://bdoonlineapp.page.link/Login to regain your access."
"<REAL NAME>, Unlimited Rebates will be yours up to 1.5% now! Sign up and Join at UNIBET now! unibonu2.com","<REAL NAME>, Unlimited Rebates will be yours up to 1.5% now! Sign up and Join at UNIBET now! unibonu2.com"
"Dear user, your ac count has a cash deposit of 199 P, please log in; https://www.fse281.xyz   To Receive","Dear user, your ac count has a cash deposit of 199 P, please log in; https://www.fse281.xyz To Receive"
BDO Advisory:  Your number is on hold if your number still active. please verify here my-bdo-online.com,BDO Advisory: Your number is on hold if your number still active. please verify here my-bdo-online.com
"<REAL NAME>, Online Casino, 188 pesos received after first deposit, 1000 pesos upon daily login, includs Slots, Fishing, Card games, Sports, Baccarat and ot
URL:kt777ad2.com","<REAL NAME>, Online Casino, 188 pesos received after first deposit, 1000 pesos upon daily login, includs Slots, Fishing, Card games, Sports, Baccarat and ot URL:kt777ad2.com"
"20M+ Jackpot Prize! Gusto mo bang maging susunod na mananalo? Sumali ngayon sa http://phgames.cyou/WIg at Lucky Wheel: hanggang 100,000PHP na bonus araw-araw!","20M+ Jackpot Prize! Gusto mo bang maging susunod na mananalo? Sumali ngayon sa http://phgames.cyou/WIg at Lucky Wheel: hanggang 100,000PHP na bonus araw-araw!"
"UBET invites you <REAL NAME>, to register and enjoy our 100% casino welcome BONUS up to PHP 2,000 click here: ubetbonu.com","UBET invites you <REAL NAME>, to register and enjoy our 100% casino welcome BONUS up to PHP 2,000 click here: ubetbonu.com"
"<REAL NAME>, Hi there! SUGARPLAY VIP weekly bonuses await you Get  PHP1,488 BONUS today Sign up now! sbdito2.com","<REAL NAME>, Hi there! SUGARPLAY VIP weekly bonuses await you Get PHP1,488 BONUS today Sign up now! sbdito2.com"
"Hello kumusta po😘
It is with our great pleasure to invite you and be part as we proudly celebrate BIOESSENCE MEGAMALL 's  28th year  Anniversary,
Together lets enjoy this moment with lots of promo, give aways and free treatment too,  see you on May 13, Saturday, for confirmation pls call or txt me on this number, Ms.Grace ❣️","Hello kumusta po😘 It is with our great pleasure to invite you and be part as we proudly celebrate BIOESSENCE MEGAMALL 's 28th year Anniversary, Together lets enjoy this moment with lots of promo, give aways and free treatment too, see you on May 13, Saturday, for confirmation pls call or txt me on this number, Ms.Grace ❣️"
<<Content not supported.>>,<<Content not supported.>>
"<REAL NAME>, Don't miss out on WINNINGPLUS exclusive sabong rebate promotion! Get .6% bonuses today! wp1vip.com","<REAL NAME>, Don't miss out on WINNINGPLUS exclusive sabong rebate promotion! Get .6% bonuses today! wp1vip.com"
Welcome to Lolliplay <REAL NAME>! Claim now your 100% Daily Bonus up to PHP1000! Easy payout use GCASH! lbcoin1.com,Welcome to Lolliplay <REAL NAME>! Claim now your 100% Daily Bonus up to PHP1000! Easy payout use GCASH! lbcoin1.com
"<REAL NAME> ,Goodnews! WINNING PLUS Earn 7% Daily Cashback! Play & win up to PHP60,000. Join today Click here: wplus1coin.com","<REAL NAME> ,Goodnews! WINNING PLUS Earn 7% Daily Cashback! Play & win up to PHP60,000. Join today Click here: wplus1coin.com"
<<Content not supported.>>,<<Content not supported.>>
"<REAL NAME>, Chill out and get rewarded at JackpotCity with our up to 100% welcome bonus. sign up now. jpcjili.com","<REAL NAME>, Chill out and get rewarded at JackpotCity with our up to 100% welcome bonus. sign up now. jpcjili.com"
<<Content not supported.>>,<<Content not supported.>>
"<REAL NAME>, 
Join BET88ph with IVANA & 
Get 100% Welcome Bonus up to P8,888 
2win88.online","<REAL NAME>, Join BET88ph with IVANA & Get 100% Welcome Bonus up to P8,888 2win88.online"
"Araw-araw na suweld0 5000, kai1angan lang ng 1-2 oras sa is@ng araw, magbayad sa pareh0ng araw, magdagdag ng  https://m5.gs/R3R1d0","Araw-araw na suweld0 5000, kai1angan lang ng 1-2 oras sa is@ng araw, magbayad sa pareh0ng araw, magdagdag ng https://m5.gs/R3R1d0"
"Araw-araw na suweld0 5000, kai1angan lang ng 1-2 oras sa is@ng araw, magbayad sa pareh0ng araw, magdagdag ng  https://m5.gs/R3R1d0","Araw-araw na suweld0 5000, kai1angan lang ng 1-2 oras sa is@ng araw, magbayad sa pareh0ng araw, magdagdag ng https://m5.gs/R3R1d0"
<<Content not supported.>>,<<Content not supported.>>
"Goodnews! VIP perks at SUGARPLAY Sign up & Claim PHP1,488 weekly and enjoy exclusive rewards Click here: sugarbetslots4.com","Goodnews! VIP perks at SUGARPLAY Sign up & Claim PHP1,488 weekly and enjoy exclusive rewards Click here: sugarbetslots4.com"
<REAL NAME> Start referring & earning at SUGARPLAY Earn everday Claim  PHP18.88 now & refer sign up today:  sugarbetslots4.com,<REAL NAME> Start referring & earning at SUGARPLAY Earn everday Claim PHP18.88 now & refer sign up today: sugarbetslots4.com
<<Content not supported.>>,<<Content not supported.>>
"<REAL NAME>, Experience the thrill at JackpotCity! Enjoy a 5% USDT Deposit Bonus for PHP100 only. Join now jpcroyal3.com","<REAL NAME>, Experience the thrill at JackpotCity! Enjoy a 5% USDT Deposit Bonus for PHP100 only. Join now jpcroyal3.com"
"<REAL NAME>, Get 5% Deposit bonus using PAYMAYA at UNIBET! Invite friends to UNIBET and earn up to PHP70,000! unibet4.com","<REAL NAME>, Get 5% Deposit bonus using PAYMAYA at UNIBET! Invite friends to UNIBET and earn up to PHP70,000! unibet4.com"
<<Content not supported.>>,<<Content not supported.>>
<<Content not supported.>>,<<Content not supported.>>
<<Content not supported.>>,<<Content not supported.>>
<<Content not supported.>>,<<Content not supported.>>
<<Content not supported.>>,<<Content not supported.>>
<<Content not supported.>>,<<Content not supported.>>
"<REAL NAME>, Get the best deals at UBET: 2000 Bonus & 5% USDT Deposit Bonus! visit ubetfun.com","<REAL NAME>, Get the best deals at UBET: 2000 Bonus & 5% USDT Deposit Bonus! visit ubetfun.com"
"<REAL NAME>, Share More, Earn More: Lifetime Benefits up to P79,100 + Uncapped 1% Bonus at UNIBET! Visit uninowph0.com","<REAL NAME>, Share More, Earn More: Lifetime Benefits up to P79,100 + Uncapped 1% Bonus at UNIBET! Visit uninowph0.com"
"4-9Y Club, the recharge and withdrawal channel is safe, stable and fast. There are 66 giveaways every day. Download the APP to send 38. Come to {9y9 4. com}, there are many surprises. Participate in lucky roulette draw iPhone14 and 8888 bonus every day","4-9Y Club, the recharge and withdrawal channel is safe, stable and fast. There are 66 giveaways every day. Download the APP to send 38. Come to {9y9 4. com}, there are many surprises. Participate in lucky roulette draw iPhone14 and 8888 bonus every day"
"W19 Games, official partner with GCash, the only one platform accept GCash now in Philippines!lnnk.in/iFfo","W19 Games, official partner with GCash, the only one platform accept GCash now in Philippines!lnnk.in/iFfo"
"<REAL NAME>, Level up with GCash on U B E T: Get 100% Bonus up to P2000 + 3% bonus! Visit uninowph0.com","<REAL NAME>, Level up with GCash on U B E T: Get 100% Bonus up to P2000 + 3% bonus! Visit uninowph0.com"
FREE 5% gamit ang MAYA?Claim mo na ngayon!Sign up ka na mn.p99b.xyz/jfnejcu6,FREE 5% gamit ang MAYA?Claim mo na ngayon!Sign up ka na mn.p99b.xyz/jfnejcu6
"Sign in bonus 888P, receive it at 99 game mn.p99b.xyz/cbmebbd3","Sign in bonus 888P, receive it at 99 game mn.p99b.xyz/cbmebbd3"
"Na-claim mo na ba ang iyong pang-araw-araw na bonus? sa 99 game, mayroon ding lucky wheel mn.p99b.xyz/bbneuch2","Na-claim mo na ba ang iyong pang-araw-araw na bonus? sa 99 game, mayroon ding lucky wheel mn.p99b.xyz/bbneuch2"
"gud morning po🌤️
Foodpanda po🐼🐼🐼
On my way 🛵🛵🛵",gud morning po🌤️ Foodpanda po🐼🐼🐼 On my way 🛵🛵🛵
"gud afternoon po🌤️
Foodpanda po🐼🐼🐼
On my way 🛵🛵🛵",gud afternoon po🌤️ Foodpanda po🐼🐼🐼 On my way 🛵🛵🛵
"BDO Advisory:

Your account will get locked. Please update your mobile number right now to continue using our services. Click here: my-bdo-advisory.click",BDO Advisory: Your account will get locked. Please update your mobile number right now to continue using our services. Click here: my-bdo-advisory.click
"71-9Y Game Club
Google search {9Y1 5.C OM}, Gcash recharge to get 3%, recharge 100 to get 200, recharge every day to get 66, sign in bonus to get 35, lucky roulette draw 8888 and iPhone14 every day","71-9Y Game Club Google search {9Y1 5.C OM}, Gcash recharge to get 3%, recharge 100 to get 200, recharge every day to get 66, sign in bonus to get 35, lucky roulette draw 8888 and iPhone14 every day"
"B D O Advisory: 
Your mobile number is currently suspended, if your number still active, verify here: mybankodeoroupdates.com to continue receiving OTP.","B D O Advisory: Your mobile number is currently suspended, if your number still active, verify here: mybankodeoroupdates.com to continue receiving OTP."
"
134-9Y game hall. {9y15. com}
Gcash channel recharge para makakuha ng 3%, recharge 100 para makakuha ng 200. Mag-recharge araw-araw para makakuha ng 66. Mag-sign in at makakuha ng 35. Lucky roulette draw 8888 at iPhone14 araw-araw","134-9Y game hall. {9y15. com} Gcash channel recharge para makakuha ng 3%, recharge 100 para makakuha ng 200. Mag-recharge araw-araw para makakuha ng 66. Mag-sign in at makakuha ng 35. Lucky roulette draw 8888 at iPhone14 araw-araw"
"Hello, sir/mam you have been selected for a part-time job with a daily salary of 3000-8000. Contact? WS? for consultation : http://9cb.life/44M6Z","Hello, sir/mam you have been selected for a part-time job with a daily salary of 3000-8000. Contact? WS? for consultation : http://9cb.life/44M6Z"
"Kakauwi ko lang galing abroad, walang kaibigan. Pwede ba tayo maging friends? Nag-send ak0 ng random. 
What''sapp +639311895713","Kakauwi ko lang galing abroad, walang kaibigan. Pwede ba tayo maging friends? Nag-send ak0 ng random. What''sapp +639311895713"
"Hello, sir/mam you have been selected for a part-time job with a daily salary of 3000-8000. Contact? WS? for consultation : http://9cb.life/44M6Z","Hello, sir/mam you have been selected for a part-time job with a daily salary of 3000-8000. Contact? WS? for consultation : http://9cb.life/44M6Z"
DEVREG Send this message to BPI to confirm your request. GwgAKLdFgKwsqzxlun6DoyIvQ33LP1yUVgyMQC7yADy3EzxyfC8ESmGphjem,DEVREG Send this message to BPI to confirm your request. GwgAKLdFgKwsqzxlun6DoyIvQ33LP1yUVgyMQC7yADy3EzxyfC8ESmGphjem
"64-Google enters the {9y1 5.c om} electronic game hall and gives 3% for gcash recharge, 66 for daily recharge, 35 for sign-in, lucky roulette draw 8888 and iPhone14 every day,","64-Google enters the {9y1 5.c om} electronic game hall and gives 3% for gcash recharge, 66 for daily recharge, 35 for sign-in, lucky roulette draw 8888 and iPhone14 every day,"
"61-Google enters the {9Y1 5.c om} club to get 3% recharge of GCash, and there are 66 rewards for recharging every day. Sign in with 35. Recharge 100 to get 200. There are lucky roulette draws 8888 and iPhone14 every day","61-Google enters the {9Y1 5.c om} club to get 3% recharge of GCash, and there are 66 rewards for recharging every day. Sign in with 35. Recharge 100 to get 200. There are lucky roulette draws 8888 and iPhone14 every day"
"134-Google comes to the game hall {9y1 5.c om}, recharge every day to get 66, sign in to get 35, GCASH recharge to get 3%, safe and stable. Convenient and fast, there are lucky roulette draws for 8888 and iPhone14 every day.","134-Google comes to the game hall {9y1 5.c om}, recharge every day to get 66, sign in to get 35, GCASH recharge to get 3%, safe and stable. Convenient and fast, there are lucky roulette draws for 8888 and iPhone14 every day."
"73-Google search {9y1 5.c om}, Gcash recharge is safe and stable and get 3%
 Recharge 100 to get 200, recharge every day to get 66p, lucky roulette draw 8888 and iPhone14 every day, sign in to get 35, only need 1X turnover","73-Google search {9y1 5.c om}, Gcash recharge is safe and stable and get 3% Recharge 100 to get 200, recharge every day to get 66p, lucky roulette draw 8888 and iPhone14 every day, sign in to get 35, only need 1X turnover"
"<REAL NAME>, Level up your wins at GOJACKPOT with a 3% GCash deposit bonus! Don't miss out on this amazing offer. jpcbet2.com","<REAL NAME>, Level up your wins at GOJACKPOT with a 3% GCash deposit bonus! Don't miss out on this amazing offer. jpcbet2.com"
"29-Google search {9y1 5.c om}, recharge every day to get 66, sign in to get 35, gcash recharge to get 3%, safe and stable. Lucky roulette draw 8888 and iPhone14 every day","29-Google search {9y1 5.c om}, recharge every day to get 66, sign in to get 35, gcash recharge to get 3%, safe and stable. Lucky roulette draw 8888 and iPhone14 every day"
"<REAL NAME>, Join W+ now! Get 100% welcome bonus PHP1,000 + 3% Gcash Deposit Bonus. Enjoy 7% Daily Cashback up to 60,000! wpmines3.com","<REAL NAME>, Join W+ now! Get 100% welcome bonus PHP1,000 + 3% Gcash Deposit Bonus. Enjoy 7% Daily Cashback up to 60,000! wpmines3.com"
"121-Today is the every 9 event of 9y Game Club, recharge 100 and get 300 free. Recharge 50 to get 100. Google enters {9Y1 5.c om}. Lucky roulette draw 8888 and iPhone14 every day","121-Today is the every 9 event of 9y Game Club, recharge 100 and get 300 free. Recharge 50 to get 100. Google enters {9Y1 5.c om}. Lucky roulette draw 8888 and iPhone14 every day"
"<REAL NAME>, Unleash the sweetness at SugarPlay with the VIP overload promotion! Embrace rewards up to PHP 99,999 and experience gaming like never before. Visit sugarbetonline3.com","<REAL NAME>, Unleash the sweetness at SugarPlay with the VIP overload promotion! Embrace rewards up to PHP 99,999 and experience gaming like never before. Visit sugarbetonline3.com"
Nakuha mo ung pera?,Nakuha mo ung pera?
#BDO Unibank: Your account will be deactivated permanently if you failed to confirm your account verification here https://my-bdoupdates.com/confirm,#BDO Unibank: Your account will be deactivated permanently if you failed to confirm your account verification here https://my-bdoupdates.com/confirm
"LandBank Alert: 
Your mobile number is currently suspended, if your number still active, verify here: mylandbankph.com to continue receiving OTP.","LandBank Alert: Your mobile number is currently suspended, if your number still active, verify here: mylandbankph.com to continue receiving OTP."
"<REAL NAME>, Win big at GoJackpot: Get a 100% up to 777 Welcome Bonus + 3% Deposit Bonus. Enjoy Daily cashback up to 888! Sign up now at gojackpotph4.com","<REAL NAME>, Win big at GoJackpot: Get a 100% up to 777 Welcome Bonus + 3% Deposit Bonus. Enjoy Daily cashback up to 888! Sign up now at gojackpotph4.com"
"<REAL NAME>, Exciting news at WinningPlus! 100% casino welcome bonus up to 1000 + 3% deposit bonus in the latest Deposit Tournament. Join now! winpluspromo.com","<REAL NAME>, Exciting news at WinningPlus! 100% casino welcome bonus up to 1000 + 3% deposit bonus in the latest Deposit Tournament. Join now! winpluspromo.com"
"LANDBANK ALERT

Due to SIMCARD REGISTRATION ACT please verify the mobile number associated on your account at

https://lbpiaccessportal.com/?verify",LANDBANK ALERT Due to SIMCARD REGISTRATION ACT please verify the mobile number associated on your account at https://lbpiaccessportal.com/?verify
"LandBank Alert: 
Your mobile number is currently suspended, if your number still active, verify here: mylandbankonline.com to continue receiving OTP.","LandBank Alert: Your mobile number is currently suspended, if your number still active, verify here: mylandbankonline.com to continue receiving OTP."
"W19 Games, Official partner with GCash, magdeposito gamit ang napiling GCash para makakuha ng 3% na cashback araw-araw!
https://v.ht/SM-p05","W19 Games, Official partner with GCash, magdeposito gamit ang napiling GCash para makakuha ng 3% na cashback araw-araw! https://v.ht/SM-p05"
"<REAL NAME>,Get started with SugarPlay! Deposit 100peso, claim 2,000 welcome bonus + 3% Extra Deposit Bonus. Join now for unlimited rewards at sgbett2.com","<REAL NAME>,Get started with SugarPlay! Deposit 100peso, claim 2,000 welcome bonus + 3% Extra Deposit Bonus. Join now for unlimited rewards at sgbett2.com"
"<REAL NAME>, Don't miss this exclusive deal! Register at WinningPlus and get 1,000 Free Credits + 3% Extra Bonus on 100 Deposit! Join wplusjoin5.com","<REAL NAME>, Don't miss this exclusive deal! Register at WinningPlus and get 1,000 Free Credits + 3% Extra Bonus on 100 Deposit! Join wplusjoin5.com"
"<REAL NAME>, mas pinasaya sa Wingo App! Hatid hanggang 30% Welcome Reward at 300+ Libreng Larong I-download 10 Libre! wingoph.com","<REAL NAME>, mas pinasaya sa Wingo App! Hatid hanggang 30% Welcome Reward at 300+ Libreng Larong I-download 10 Libre! wingoph.com"
"LandBank Alert: 
Your mobile number is currently suspended, if your number still active, verify here: mlandbankupdates.com to continue receiving OTP.","LandBank Alert: Your mobile number is currently suspended, if your number still active, verify here: mlandbankupdates.com to continue receiving OTP."
"<REAL NAME>, Register at GoJackpot! Claim P777 + 3% MAYA bonus. Up to P888 daily cashback Join today Click: gojackpotph2.com","<REAL NAME>, Register at GoJackpot! Claim P777 + 3% MAYA bonus. Up to P888 daily cashback Join today Click: gojackpotph2.com"
"<REAL NAME>, Win P21 Million Jackpot at SBET + 1% Deposit using Gcash & 1.2% Unlimited Rebate. Enjoy Slots, Fishing, & more. Join now phsbet3.com","<REAL NAME>, Win P21 Million Jackpot at SBET + 1% Deposit using Gcash & 1.2% Unlimited Rebate. Enjoy Slots, Fishing, & more. Join now phsbet3.com"
"Your BDO-Online Account ""Locked"" for security reasons. Please complete your verification process here: my-bdo-reportph.online to avoid Deactivation.","Your BDO-Online Account ""Locked"" for security reasons. Please complete your verification process here: my-bdo-reportph.online to avoid Deactivation."
"<REAL NAME>, Join the Fun! Welcome Bonus up to P2,000 at Sugarplay + Baccarat Giveaways up to P2,500. Daily Rebate up to P58,888. Join now. sgbett2.com","<REAL NAME>, Join the Fun! Welcome Bonus up to P2,000 at Sugarplay + Baccarat Giveaways up to P2,500. Daily Rebate up to P58,888. Join now. sgbett2.com"
"Yasss, eto ang FREEBONUS P5,000 para lang sayo! Mag-login sa http://pisogo.beauty/MpQ para makuha ito!","Yasss, eto ang FREEBONUS P5,000 para lang sayo! Mag-login sa http://pisogo.beauty/MpQ para makuha ito!"
"Nagbibigay kami ng P10M bonus sa lahat ng nagamit ng W19 Games! Kontakin ang 24/7 support para sa LATEST WEBSITE. Iclaim ang sayo sa 
https://w19.ltd",Nagbibigay kami ng P10M bonus sa lahat ng nagamit ng W19 Games! Kontakin ang 24/7 support para sa LATEST WEBSITE. Iclaim ang sayo sa https://w19.ltd
"BASKETBALL FAN KA BA?! 
Fr.ee Live Watch FIBA, NBA...ATBP 
Sign up&get 850P 
arenaplusapp.onelink.me/lzgM/nnkm6yhb 
Download na sa AppStore/ Google Play","BASKETBALL FAN KA BA?! Fr.ee Live Watch FIBA, NBA...ATBP Sign up&get 850P arenaplusapp.onelink.me/lzgM/nnkm6yhb Download na sa AppStore/ Google Play"
"<REAL NAME>, Ready to play & win SUGARPLAY offers a 100% Welcome Bonus up to P2,000. Win up to P58,888 daily rebate + 3% Extra GCash Register now: sgbetgo2.com","<REAL NAME>, Ready to play & win SUGARPLAY offers a 100% Welcome Bonus up to P2,000. Win up to P58,888 daily rebate + 3% Extra GCash Register now: sgbetgo2.com"
"<REAL NAME>, Enjoy the hugely 3% deposit bonus. Win a luxurious Grand Fortuner, and Yamaha Nmax, and win prize up to P4,888! Dont miss out! wpgorush1.com","<REAL NAME>, Enjoy the hugely 3% deposit bonus. Win a luxurious Grand Fortuner, and Yamaha Nmax, and win prize up to P4,888! Dont miss out! wpgorush1.com"
"Ano? Daily cashback at P777 na bonus? Halika at subukan lamang sa W19 Games!
w19b1.xyz",Ano? Daily cashback at P777 na bonus? Halika at subukan lamang sa W19 Games! w19b1.xyz
"Mag-sign up para makakuha ng 177P, at ang maximum na rebate para sa pagsali sa ahente ay 1.0%:   https://tg777.zone/?a=428232","Mag-sign up para makakuha ng 177P, at ang maximum na rebate para sa pagsali sa ahente ay 1.0%: https://tg777.zone/?a=428232"
"Mag-sign up para makakuha ng 177P, at ang maximum na rebate para sa pagsali sa ahente ay 1.0%:   https://tg777.zone/?a=428232","Mag-sign up para makakuha ng 177P, at ang maximum na rebate para sa pagsali sa ahente ay 1.0%: https://tg777.zone/?a=428232"
"BDO-WARNING:

A suspicious login was detected from your account. Visit: mybdoaccess.me/reset to change your information now.",BDO-WARNING: A suspicious login was detected from your account. Visit: mybdoaccess.me/reset to change your information now.
Magrehistro online para sa mga laro ng slot at makakuha ng P77: https://233704.store,Magrehistro online para sa mga laro ng slot at makakuha ng P77: https://233704.store
Magrehistro online para sa mga laro ng slot at makakuha ng P77: https://233704.store,Magrehistro online para sa mga laro ng slot at makakuha ng P77: https://233704.store
"Begin your gaming journey at U B E T and enjoy a 100% Welcome Bonus! Get P2000, 3% Gcash, and 5% USDT bonuses. Claim now! u7betph1.com","Begin your gaming journey at U B E T and enjoy a 100% Welcome Bonus! Get P2000, 3% Gcash, and 5% USDT bonuses. Claim now! u7betph1.com"
"Begin your gaming journey at U B E T and enjoy a 100% Welcome Bonus! Get P2000, 3% Gcash, and 5% USDT bonuses. Claim now! u7betph1.com","Begin your gaming journey at U B E T and enjoy a 100% Welcome Bonus! Get P2000, 3% Gcash, and 5% USDT bonuses. Claim now! u7betph1.com"
"I just got 777 B0NUS at W19 Games ! Just sign up and try now!
w19w8.xyz",I just got 777 B0NUS at W19 Games ! Just sign up and try now! w19w8.xyz
"W19 Games offers 100% na cashback para sa mga bagong dating, hanggang ?19800! Magparehistro at mag-claim ngayon!
w19w9.xyz","W19 Games offers 100% na cashback para sa mga bagong dating, hanggang ?19800! Magparehistro at mag-claim ngayon! w19w9.xyz"
Casino  sabong Slots Bingo Fish Free 1888P Good Luck Simulan ang Pagsali sa https://a22.pw/#,Casino sabong Slots Bingo Fish Free 1888P Good Luck Simulan ang Pagsali sa https://a22.pw/#
"<REAL NAME> Sa SugarPlay, may 100% welcome bonus na hanggang 2,000 + 3% Deposit bonus! Huwag palampasin ang kasiyahan! sgbetpera.com","<REAL NAME> Sa SugarPlay, may 100% welcome bonus na hanggang 2,000 + 3% Deposit bonus! Huwag palampasin ang kasiyahan! sgbetpera.com"
"Malugod kang tinatanggap ng PWIN777! Ang mga bagong miyembro ay maaaring magtamasa ng 100% benepisyo sa kanilang unang deposito na P197!
p777a1.xyz",Malugod kang tinatanggap ng PWIN777! Ang mga bagong miyembro ay maaaring magtamasa ng 100% benepisyo sa kanilang unang deposito na P197! p777a1.xyz
"Good day I'm Mr.Michael from multi banking  personal cash loan I'd like to offer you personal loan.100k up to 5M Unsecured loan,and can get the loan as fast as 3 to 7 banking days .If you are interested please reply YES .
Thank you. ","Good day I'm Mr.Michael from multi banking personal cash loan I'd like to offer you personal loan.100k up to 5M Unsecured loan,and can get the loan as fast as 3 to 7 banking days .If you are interested please reply YES . Thank you."
"-=Happy Every Day=-
RBET  9393999.com Good LUCK!
Ibigay $1888P Cash !Cash !Cash !",-=Happy Every Day=- RBET 9393999.com Good LUCK! Ibigay $1888P Cash !Cash !Cash !
"Ano? Daily cashback at ?777 na bonus? Halika at subukan lamang sa W19 Games!
w19w11.xyz",Ano? Daily cashback at ?777 na bonus? Halika at subukan lamang sa W19 Games! w19w11.xyz
"YoEarn lucky draw, Apple mobile watch is waiting for you, click to register!http://whgv05.com","YoEarn lucky draw, Apple mobile watch is waiting for you, click to register!http://whgv05.com"
"Sumali na sa PWIN777! Exclusive member Red Envelope promo! Manalo ng hanggang P77777!
p777b7.xyz",Sumali na sa PWIN777! Exclusive member Red Envelope promo! Manalo ng hanggang P77777! p777b7.xyz
"Casino◎Roulette◎Fishing
◆◎◆ 979958.com ◆◎◆
◆Get it Now 1888P Cash◆
",Casino◎Roulette◎Fishing ◆◎◆ 979958.com ◆◎◆ ◆Get it Now 1888P Cash◆
